Manufacturer,Disc Model,Max Weight,Diameter,Height,Rim Depth,Inside Rim Diameter,Rim Thickness,Rim Configuration,Flexibility,Class,Max Weight Vint (gr),Last Year Production,Certification Number,Approved Date
Latitude 64,Bite,187.6,22.6,2.3,1.4,21.2,0.7,80.25,3.51,,,,15-74,16-Nov-15
Latitude 64,Gauntlet,176,21.2,2.1,1.5,19,1.1,61.75,7.94,,,,15-73,16-Nov-15
Ozone Discs,Andro 1,178.5,21.5,1.8,1.3,18.5,1.5,26,12.02,,,,15-71,16-Nov-15
Prodigy Disc,A1,174.3,21,2,1.3,18.2,1.4,41.75,8.62,,,,15-68,16-Nov-15
Discraft,Crank SS,175.1,21.1,1.5,1.1,16.3,2.4,27.25,9.98,,,,15-67,17-Sep-15
Reptilian Disc Golf,Velociraptor,174.3,21,2,1.6,17,2,37,9.98,,,,15-66,1-Sep-15
Innova Champion Discs,Mystere,175.1,21.1,1.6,1.1,16.9,2.1,31.5,7.26,,,,15-65,25-Aug-15
Legacy Discs,Enemy,175.1,21.1,1.9,1.2,17.2,1.9,32.5,9.19,,,,15-64,25-Aug-15
Tobu Discs,Power Roller (renamed from Kyng Roller),175.1,21.1,1.4,1.1,17.5,1.8,29.5,7.94,,,,15-63,17-Aug-15
Las Aves Disc Golf,Ka-kaa,175.1,21.1,1.6,1.1,16.7,2.2,26.25,9.41,,,,15-62,12-Aug-15
Millennium Golf Discs,Moab,180.9,21.8,1.7,1.2,18.4,1.8,38.25,7.94,,,,15-61,16-Jul-15
Prodigy Disc,New M1,180.9,21.8,1.9,1.3,19,1.4,36.5,5.78,,,,15-60,4-Jul-15
Discmania,FD3 (Fairway Driver),176,21.2,1.7,1.1,17.2,2,29.75,8.16,,,,15-58,26-Jun-15
Kastaplast,Grym,175.1,21.1,1.8,1.1,16.7,2.2,26.25,9.85,,,,15-59,26-Jun-15
Latitude 64,Raketen,175.1,21.1,1.7,1.1,16.3,2.4,26.5,10.21,,,,15-57,10-Jun-15
Innova Champion Discs,Colt,176,21.2,1.8,1.3,19,1.1,59.75,7.48,,,,15-52,28-May-15
Legacy Discs,Phenom,176,21.2,1.7,1.2,17.7,1.8,33.25,8.16,,,,15-53,28-May-15
MVP Disc Sports,Relay,175.1,21.1,1.5,1.2,17.7,1.7,35.75,8.16,,,,15-54,28-May-15
Prodiscus,Rocket,176,21.2,1.7,1.3,17.3,1.9,30,8.62,,,,15-55,28-May-15
Tobu Discs,Charge,175.1,21.1,1.5,1.1,17.6,1.7,27,8.39,,,,15-56,28-May-15
Westside Golf Discs,Sampo,176,21.2,1.9,1.2,17,2.1,34.75,7.14,,,,15-51,20-May-15
Gateway Disc Sports,Big Dog,187.6,22.6,2.7,2.1,21.2,0.7,112.75,7.6,,,,15-41,5-May-15
Gateway Disc Sports,Doggy Style,187.6,22.6,2.2,1.7,21.2,0.7,82.75,4.76,Vintage Class,151.4,,15-42,5-May-15
Discmania,MD (Midrange Driver),180.9,21.8,2.1,1.4,19,1.4,48.25,8.96,,,,15-48,29-Apr-15
Latitude 64,Spark,176,21.2,1.5,1.1,17.4,1.9,34,9.3,,,,15-49,29-Apr-15
Disc Golf Association,Hellfire,175.1,21.1,1.6,1.2,16.7,2.2,29.25,10.43,,,,15-40,20-Apr-15
Vibram Disc Golf,Arch,174.3,21,1.9,1.1,17.4,1.8,34,6.35,,,,15-43,20-Apr-15
Vibram Disc Golf,Notch,174.3,21,2,1.2,17.2,1.9,36.75,7.14,,,,15-44,20-Apr-15
Vibram Disc Golf,Valley,174.3,21,1.9,1.1,17.4,1.8,31.25,5.22,,,,15-45,20-Apr-15
Fly High Discs,Pure O.G.,180.9,21.8,1.9,1.1,18.8,1.5,37.75,7.82,,,,15-38,10-Apr-15
Latitude 64,Macana,175.1,21.1,2.1,1.4,18.9,1.1,74,8.73,,,,15-36,10-Apr-15
Latitude 64,Maul,177.6,21.4,2,1.1,17.7,1.8,33,7.48,,,,15-37,10-Apr-15
Dynamic Discs,Breakout,174.3,21,1.6,1.1,17.2,1.9,32.75,8.62,,,,15-30,27-Mar-15
Dynamic Discs,Convict,176,21.2,1.4,1.1,17.2,2,34.75,8.85,,,,15-31,27-Mar-15
Dynamic Discs,Evidence,180.1,21.7,1.8,1.2,18.7,1.4,41.25,7.26,,,,15-32,27-Mar-15
Dynamic Discs,Justice,176.8,21.3,1.7,1.3,18.3,1.5,39.5,8.96,,,,15-33,27-Mar-15
Innova Champion Discs,Hawg,176,21.2,2,1.3,18.8,1.2,71.5,8.16,,,,15-34,27-Mar-15
Kastaplast,Berg,175.1,21.1,2,1.4,19.3,0.9,87,4.31,,,,15-35,27-Mar-15
Legacy Discs,Prowler,176,21.2,2.2,1.4,19.4,0.9,61.5,6.01,,,,15-28,25-Feb-15
Prodigy Disc,H3,176.8,21.3,1.7,1.2,17.3,2,34.5,9.3,,,,15-29,25-Feb-15
AquaFlight Discs,Dragonfly,174.3,21,1.6,1.1,19.1,1.4,43,8.05,,,,15-24,6-Feb-15
AquaFlight Discs,Peace Frog,174.3,21,2.2,1.6,19.1,1,63.75,5.67,,,,15-25,6-Feb-15
AquaFlight Discs,Swift,174.3,21,1.6,1.1,17.1,1.9,30,12.02,,,,15-26,6-Feb-15
Disc Golf Association,Steady,176,21.2,2,1.4,19.3,1,56,6.92,,,,15-18,6-Feb-15
Fly High Discs,AK-47,174.3,21,2.2,1.5,19,1,59.25,7.48,,,,15-05,6-Feb-15
Fly High Discs,Diesel,177.6,21.4,1.6,1.1,16.9,2.2,33.25,11.57,,,,15-06,6-Feb-15
Fly High Discs,Jack the Ripper,174.3,21,1.7,1.1,17.1,1.9,33.5,10.66,,,,15-07,6-Feb-15
Fly High Discs,KGB,180.9,21.8,1.9,1.1,19,1.4,38.5,10.55,,,,15-08,6-Feb-15
Fly High Discs,Train Wreck,174.3,21,1.8,1.2,16.4,2.3,33.25,11.91,,,,15-09,6-Feb-15
Fly High Discs,White Widow,174.3,21,2.1,1.5,19,1,75.5,5.9,,,,15-10,6-Feb-15
Gateway Disc Sports,Chief OS,176,21.2,2.1,1.3,19.2,1,55.75,6.19,,,,15-13,6-Feb-15
Gateway Disc Sports,Devilhawk,176,21.2,2.1,1.3,19.2,1,70.25,7.14,,,,15-14,6-Feb-15
Gateway Disc Sports,Warspear,176,21.2,1.8,1.3,19.2,1,77.75,6.92,,,,15-15,6-Feb-15
Innova Champion Discs,Wombat,180.9,21.8,2.2,1.4,18.9,1.4,36.25,4.54,,,,15-17,6-Feb-15
Legacy Discs,Hunter,176,21.2,2,1.4,19.4,0.9,54.75,5.9,,,,15-19,6-Feb-15
Legacy Discs,Nemesis,176.8,21.3,1.5,1.1,17.3,2,29,7.82,,,,15-20,6-Feb-15
MVP Disc Sports,Orbital,175.1,21.1,1.4,1.1,16.7,2.2,28.5,10.77,,,,15-01,6-Feb-15
MVP Disc Sports,Phase,175.1,21.1,1.4,1.1,16.7,2.2,29.5,11.25,,,,15-02,6-Feb-15
MVP Disc Sports,Photon,175.1,21.1,1.4,1.1,16.6,2.2,26.75,11.57,,,,15-03,6-Feb-15
MVP Disc Sports,Wave,175.1,21.1,1.4,1.1,16.6,2.2,29.25,11,,,,15-04,6-Feb-15
Prodiscus,Razeri,175.1,21.1,1.5,1.1,16.4,2.3,27.25,9.41,,,,15-27,6-Feb-15
Reptilian Disc Golf,Serpent,174.3,21,2.2,1.5,19.1,1,86.75,4.88,,,,15-16,6-Feb-15
Westside Golf Discs,Bard (Laulaja1),180.1,21.7,1.9,1.3,18.8,1.5,42.5,7.14,,,,15-11,6-Feb-15
Westside Golf Discs,Seer (Ennustaja1),176,21.2,1.8,1.1,17.7,1.8,42.5,7.6,,,,15-12,6-Feb-15
Westside Golf Discs,Swan Reborn (Tuonelan Joutsen1),175.1,21.1,1.9,1.3,18.9,1.1,52.5,2.83,,,,15-23,6-Feb-15
RPM Discs/Disc Golf Aotearoa,Kahu (DGD2),174.3,21,1.5,1.1,16.2,2.4,31.5,10.87,,,,15-21,28-Jan-15
Innova Champion Discs,VRoc,180.9,21.8,2,1.3,19,1.4,43,9.3,,,,14-99,30-Dec-14
CHING Sports,Supreme Oracle,176.8,21.3,1.7,1.1,18.6,1.4,45,8.16,,,,14-98,23-Dec-14
Axiom Discs,Fireball,175.1,21.1,1.4,1.1,17.1,2,29.5,9.07,,,,14-94,19-Dec-14
Axiom Discs,Insanity,175.1,21.1,1.4,1.1,17,2,27,8.28,,,,14-95,19-Dec-14
Axiom Discs,Virus,176,21.2,1.4,1.1,17,2,29.5,7.94,,,,14-96,19-Dec-14
Axiom Discs,Wrath,175.1,21.1,1.4,1.1,17,2,30.25,8.05,,,,14-97,19-Dec-14
Latitude 64,Ballista,175.1,21.1,1.7,1.1,16.3,2.4,26,8.05,,,,14-93,19-Dec-14
Reptilian Disc Golf,Scale,174.3,21,2.2,1.5,19,1,68,10.43,,,,14-92,18-Dec-14
Innova Champion Discs,Whale,175.1,21.1,2,1.5,19,1,75.25,8.5,,,,14-90,7-Dec-14
MVP Disc Sports,Atom,175.1,21.1,1.9,1.4,18.8,1.1,60.75,7.82,,,,14-89,7-Dec-14
Prodiscus,Titan,176,21.2,1.6,1.2,17.3,1.9,32.75,9.53,,,,14-88,13-Nov-14
Daredevil Discs,Buffalo,174.3,21,1.6,1.2,17,2,34,8.85,,,,14-84,31-Oct-14
Daredevil Discs,Mammoth,175.1,21.1,1.7,1.2,17.1,2,29.25,5.22,,,,14-85,31-Oct-14
Daredevil Discs,Ogopogo,175.1,21.1,1.5,1.2,17.1,2,36.75,2.27,,,,14-86,31-Oct-14
Daredevil Discs,Sabertooth,174.3,21,1.8,1.2,17,2,29,7.94,,,,14-87,31-Oct-14
Discraft,Heat (Ace Race 2014),175.1,21.1,2.1,1.2,17.2,1.9,29.5,11,,,,14-83,23-Oct-14
Discmania,P1x (Beaded Putter),176,21.2,2,1.4,19,1,68.5,7.71,,,,14-81,21-Oct-14
Prodiscus,Sparta,176.8,21.3,2,1.6,19.2,1,59.75,5.78,,,,14-82,21-Oct-14
Skyquest Discs,Chainzilla,176,21.2,2.2,1.7,19.2,1,56,4.42,,,,14-80,17-Oct-14
Kastaplast,Kaxe Z,175.1,21.1,1.9,1.3,18,1.5,34,8.5,,,,14-79,15-Oct-14
Hole19 sarl,All in One,176.8,21.3,1.9,1.4,19.4,0.9,59.25,10.66,,,,14-78,1-Oct-14
Prodigy Disc,H2,176.8,21.3,1.7,1.2,17.5,1.9,30.75,8.05,,,,14-76,26-Sep-14
Prodigy Disc,H4,176.8,21.3,1.8,1.2,17.4,1.9,41.75,8.73,,,,14-77,26-Sep-14
Axiom Discs,Proxy,174.3,21,1.8,1.5,18.8,1.1,63.5,6.58,,,,14-74,24-Sep-14
Axiom Discs,Theory,178.5,21.5,1.9,1.3,19.1,1.2,50,6.35,,,,14-75,24-Sep-14
Legacy Discs,Outlaw (retooled),175.1,21.1,1.6,1.1,16.4,2.3,29,10.43,,,,14-73,17-Sep-14
Obsidian Discs Oy,Splinter,176.8,21.3,2.4,1.5,19.2,1,71.25,7.82,,,,14-72,17-Sep-14
Discmania,CD2 (Control Driver),175.1,21.1,1.9,1.1,17.2,1.9,30,9.75,,,,14-70,5-Sep-14
Innova Champion Discs,Savant,175.1,21.1,1.6,1.1,17.2,1.9,36.5,6.24,,,,14-71,5-Sep-14
Essential Discs,Honey,176,21.2,1.7,1.3,18.8,1.2,47.75,11.45,,,,14-66,26-Aug-14
Prodigy Disc,H1,176.8,21.3,1.8,1.2,17.4,1.9,31.75,8.28,,,,14-67,26-Aug-14
Yikun Discs,Jiao (狡),176,21.2,1.6,1.1,18,1.6,32,5.56,,,,14-68,26-Aug-14
Yikun Discs,Wei (精卫),175.1,21.1,1.7,1.1,17.1,2,30.25,10.55,,,,14-69,26-Aug-14
Innova Champion Discs,Thunderbird,176,21.2,1.6,1.1,17.3,1.9,31,6.46,,,,14-63,5-Aug-14
Millennium Golf Discs,Veteran,175.1,21.1,1.8,1.2,17.5,1.8,29,8.73,,,,14-64,5-Aug-14
Vibram Disc Golf,Solace,175.1,21.1,1.7,1.1,16.2,2.4,27,9.3,,,,14-62,5-Aug-14
Salient Discs,Touch,176,21.2,2,1.4,17.8,1.2,54.75,5.1,,,,14-61,20-Jul-14
Discraft,Buzzz OS,180.1,21.7,1.7,1.2,19.1,1.3,45.75,8.28,,,,14-58,19-Jul-14
Paradigm Disc Golf,Bird-Dog,174.3,21,2.4,1.5,19,1,64,7.94,,,,14-59,19-Jul-14
Paradigm Disc Golf,Terrapin,180.1,21.7,1.9,1.3,19.3,1.2,44,2.95,,,,14-60,19-Jul-14
CHING Sports,Supreme Legacy,176.8,21.3,1.6,1.1,18.7,1.3,38.75,3.63,,,,14-55,14-Jul-14
Dynamic Discs,Felon,176,21.2,1.8,1.1,17.2,2,31.5,9.3,,,,14-56,14-Jul-14
Dynamic Discs,Freedom,176,21.2,1.6,1.1,16.3,2.4,27.25,8.73,,,,14-57,14-Jul-14
Axiom Discs,Clash,175.1,21.1,1.4,1.1,17.5,1.8,33.5,9.41,,,,14-54,10-Jun-14
Gateway Disc Sports,Shaman,176,21.2,1.8,1.3,19.2,1,65.75,8.39,,,,14-53,9-Jun-14
Latitude 64,Missilen,177.6,21.4,1.7,1.1,16.4,2.5,28,9.07,,,,14-51,22-May-14
Salient Discs,Backdraft,176.8,21.3,2,1.3,16.4,2.4,30.5,8.05,,,,14-52,22-May-14
Gateway Disc Sports,Assassin (retooled),174.3,21,1.9,1.1,17.1,1.9,34.5,8.62,,,,14-49,19-May-14
Gateway Disc Sports,Chief (retooled),174.3,21.1,1.7,1.3,19.2,1,60.5,3.63,,,,14-50,19-May-14
Kastaplast,Kaxe,174.3,21,1.9,1.3,18,1.5,34,9.3,,,,14-48,19-May-14
Salient Discs,Vein,176.8,21.3,1.9,1.3,17.4,1.8,27.75,7.94,,,,14-39,13-May-14
UB Disc Golf - Hand Candy,Lex,177.6,21.4,2.1,1.6,19.6,0.9,77,4.54,,,,14-43,13-May-14
Yikun Discs,Da'e (大鹗),174.3,21,1.7,1.1,16.2,2.4,27.5,11.57,,,,14-44,13-May-14
Yikun Discs,Gou (天狗),176.8,21.3,1.8,1.2,17.4,1.9,33.75,10.87,,,,14-45,13-May-14
Yikun Discs,Hu (九尾狐),176,21.2,1.8,1.1,17.4,1.9,31.75,11.34,,,,14-46,13-May-14
Yikun Discs,Jun (鵕鸟),175.1,21.1,2,1.2,16.8,2.1,29.75,11.91,,,,14-47,13-May-14
Prodigy Disc,X1,174.3,21,1.5,1.2,16.3,2.3,27.5,11.79,,,,14-37,4-May-14
UB Disc Golf - Hand Candy,Monstrum,175.1,21.1,1.5,1.3,16.4,2.4,31.25,7.26,,,,14-38,4-May-14
Latitude 64,Claymore,180.1,21.7,1.9,1.2,18.9,1.4,42.5,8.39,,,,14-35,13-Apr-14
Latitude 64,Dagger,175.1,21.1,2.1,1.5,19.1,1,75.25,4.65,,,,14-36,13-Apr-14
Dynamic Discs,Enforcer,175.1,21.1,1.8,1.1,16.7,2.2,27,11,,,,14-34,7-Apr-14
Vibram Disc Golf,Four20,174.3,21,1.7,1.1,16.2,2.4,26,6.69,,,,14-32,31-Mar-14
Disc Golf Association,Torrent,174.3,21,1.5,1.2,16.1,2.4,27.25,9.75,,,,14-29,25-Mar-14
Prodigy Disc,PA3,174.3,21,2,1.4,18.9,1,66,9.41,,,,14-30,25-Mar-14
Discmania,FD2 (Fairway Driver),176,21.2,2,1.1,17.5,1.8,37.25,11.57,,,,14-22,24-Mar-14
Latitude 64,Scythe,175.1,21.1,1.5,1.1,16.6,2.2,29,10.66,,,,14-23,24-Mar-14
Westside Golf Discs,Boatman VIP Air (VIP Air Tuonelan Lautturi1),177.6,21.4,1.9,1.3,17,2.2,29.5,10.66,,,,14-24,24-Mar-14
Westside Golf Discs,Northman VIP Air (VIP Air Pohjan Poika1),177.6,21.4,2,1.1,17.4,2,28.25,8.96,,,,14-25,24-Mar-14
Westside Golf Discs,Shield (Kilpi1),175.1,21.1,2.5,1.4,19,1,67,5.33,,,,14-26,24-Mar-14
Westside Golf Discs,Tursas VIP Air (VIP Air Tursas1),179.3,21.6,1.7,1.3,18.8,1.4,42.5,8.73,,,,14-27,24-Mar-14
Westside Golf Discs,Underworld VIP Air (VIP Air Manala1),176.8,21.3,1.6,1.2,17.4,1.9,30.25,8.85,,,,14-28,24-Mar-14
Axiom Discs,Inspire,175.1,21.1,1.5,1.2,17.4,1.8,32.75,9.87,,,,14-20,22-Mar-14
Dynamic Discs,Thief,176,21.2,1.8,1.1,17.3,1.9,34.25,9.19,,,,14-21,22-Mar-14
Axiom Discs,Crave,175.1,21.1,1.4,1.2,17.4,1.8,27.75,9.98,,,,14-16,9-Mar-14
Yikun Discs,Claws (爪),176,21.2,2,1.7,19.4,0.9,85,7.14,,,,14-17,9-Mar-14
Yikun Discs,Gui (旋龟),175.1,21.1,1.8,1.5,19.1,1,59,8.39,,,,14-18,9-Mar-14
Yikun Discs,Wings (翼),176,21.2,1.8,1.2,19.2,1,56.75,7.48,,,,14-19,9-Mar-14
Legacy Discs,Outlaw,174.3,21,1.6,1.1,16.4,2.3,29,12.13,,,,14-15,25-Feb-14
Deity Discs,Chimera,175.1,21.1,1.7,1.2,16.7,2.2,27.5,7.26,,,,14-11,22-Feb-14
MVP Disc Sports,Impulse,174.3,21,1.4,1.2,17,2,28.75,10.89,,,,14-12,22-Feb-14
MVP Disc Sports,Motion,174.3,21,1.4,1.2,17,2,30.25,12.02,,,,14-13,22-Feb-14
MVP Disc Sports,Tesla,174.3,21,1.4,1.2,17,2,26.5,11.68,,,,14-14,22-Feb-14
Dynamic Discs,Witness,175.1,21.1,1.8,1.1,17.3,1.9,32.25,8.85,,,,14-10,17-Feb-14
Innova Champion Discs,Daedalus,175.1,21.1,1.5,1.2,16.4,2.3,26.25,8.05,,,,14-09,17-Feb-14
MVP Disc Sports,Inertia,175.1,21.1,1.4,1.2,17.1,2,27.25,11.91,,,,14-07,10-Feb-14
MVP Disc Sports,Switch,175.1,21.1,1.4,1.2,17.5,1.8,31,10.66,,,,14-08,10-Feb-14
Paradigm Disc Golf,Tiger,175.1,21.1,1.7,1.1,17.5,1.8,31.25,7.6,,,,14-06,19-Jan-14
Axiom Discs,Alias,178.5,21.5,1.8,1.2,19.1,1.2,61.5,8.96,,,,14-03,12-Jan-14
Axiom Discs,Envy,174.3,21,1.8,1.4,18.8,1.1,52,8.73,,,,14-04,12-Jan-14
Kastaplast,Rask (new),176,21.2,1.6,1.1,16.8,2.2,26.5,9.75,,,,14-05,12-Jan-14
Millennium Golf Discs,Aries,175.1,21.1,1.6,1.1,16.9,2.1,28,10.89,,,,14-01,6-Jan-14
Prodigy Disc,M5,180.1,21.7,2.2,1.3,19,1.3,46.5,8.85,,,,14-02,6-Jan-14
Latitude 64,Jade,174.3,21,1.8,1.1,17.3,1.9,30,8.85,,,,13-80,20-Dec-13
Salient Discs,Antidote,178.5,21.5,2,1.3,18.9,1.3,43.25,6.69,,,,13-75,16-Dec-13
Discraft,Mantis (Ace Race 2013),176,21.2,1.9,1.1,17.4,1.9,28,10.66,,,,13-74,1-Dec-13
MVP Disc Sports,Servo,175.1,21.1,1.4,1.2,17.5,1.8,32,11.45,,,,13-73,1-Dec-13
Prodigy Disc,F5,176.8,21.3,1.9,1.2,17.7,1.8,35.75,8.5,,,,13-71,1-Nov-13
Yikun Discs,Yao (文鳐鱼),179.3,21.6,1.9,1.4,18.8,1.4,39.75,12.02,,,,13-72,1-Nov-13
Westside Golf Discs,Harp (Kannel1),176,21.2,1.6,1.4,19,1.1,65,11.79,,,,13-67,28-Oct-13
Westside Golf Discs,Hatchet (Sotakipves1),176.8,21.3,2,1.2,17.6,1.9,27,8.96,,,,13-68,28-Oct-13
Westside Golf Discs,Sorcerer (Tietäjä1),176,21.2,1.6,1.1,16.7,2.3,32.25,9.64,,,,13-69,28-Oct-13
Westside Golf Discs,World (Maailma1),176,21.2,1.6,1.2,16.3,2.4,28,10.55,,,,13-70,28-Oct-13
Innova Champion Discs,Foxbat,180.1,21.7,2.2,1.4,19,1.4,33.5,7.37,,,,13-66,22-Oct-13
Latitude 64,Saint Pro,176,21.2,2,1.2,17.5,1.8,33,8.16,,,,13-65,17-Oct-13
Dynamic Discs,Warden,176,21.2,2,1.5,19.1,1.1,66.25,4.65,,,,13-64,14-Oct-13
Prodigy Disc,D5 V2 (retooled D5),176,21.2,1.7,1.2,16.4,2.4,29.75,10.77,,,,13-63,14-Oct-13
Legacy Discs,Bandit,176.8,21.3,1.5,1.1,17.3,2,30.75,7.6,,,,13-60,25-Sep-13
Legacy Discs,Gauge,180.9,21.8,2.2,1.4,19.4,1.2,48.25,7.03,,,,13-61,25-Sep-13
Legacy Discs,Mongoose,176.8,21.3,1.5,1.1,17.3,2,30.5,7.82,,,,13-62,25-Sep-13
MVP Disc Sports,Resistor,175.1,21.1,1.5,1.2,17.5,1.7,31.75,10.21,,,,13-59,23-Sep-13
Innova Champion Discs,Nova,176.8,21.3,2.7,1.5,19.1,1.1,59,4.65,,,,13-56,3-Sep-13
Millennium Golf Discs,Mortar,176,21.2,1.9,1.4,18.4,1.4,56.75,5.78,,,,13-55,3-Sep-13
Salient Discs,Prometheus,187.6,22.6,1.6,1.2,17.5,2.6,26.5,6.12,,,,13-57,3-Sep-13
Gateway Disc Sports,Rage (retooled),178.5,21.5,1.7,1.1,17.1,2.2,26.25,9.07,,,,13-52,29-Aug-13
Millennium Golf Discs,Tank - Panzer,176,21.2,2.1,1.4,18.8,1.2,59.75,5.56,,,,13-54,29-Aug-13
Prodigy Disc,D5,175.1,21.1,1.6,1.2,16.3,2.4,29.75,5.67,,,,13-53,29-Aug-13
UB Disc Golf - Hand Candy,Procul,175.1,21.1,1.6,1.3,16.4,2.3,27,8.28,,,,13-51,29-Aug-13
Kastaplast,Rask (old),175.1,21.1,1.6,1.1,16.7,2.2,26.5,7.71,,,,13-50,18-Jul-13
Discraft,Crank,175.1,21.1,1.6,1.1,16.3,2.4,30,10.09,,,,13-49,8-Jul-13
Prodigy Disc,F1,176.8,21.3,1.5,1.1,17.7,1.8,27.25,6.8,,,,13-45,6-Jul-13
Prodigy Disc,F2,176.8,21.3,1.5,1.1,17.7,1.8,32.75,6.69,,,,13-46,6-Jul-13
Prodigy Disc,F3,176.8,21.3,1.5,1.1,17.7,1.8,31.5,7.37,,,,13-47,6-Jul-13
Prodigy Disc,F7,176.8,21.3,1.5,1.1,17.8,1.8,37,7.48,,,,13-48,6-Jul-13
Vibram Disc Golf,O-Lace,174.3,21,1.7,1.1,16.3,2.3,26,6.58,,,,13-43,25-Jun-13
Vibram Disc Golf,unLace,175.1,21.1,1.9,1.1,16.3,2.4,28.75,6.21,,,,13-44,25-Jun-13
Millennium Golf Discs,Omega SuperSoft Putter Big Bead,176,21.2,2.1,1.5,19.4,0.9,55.75,3.52,,,,13-41,22-Jun-13
Dynamic Discs,Truth,180.1,21.7,1.7,1.2,18.7,1.5,41.5,8.05,,,,13-39,18-Jun-13
Innova Champion Discs,Atlas,180.9,21.8,1.7,1.4,19.1,1.4,46.25,4.42,,,,13-40,18-Jun-13
Dynamic Discs,Verdict,180.1,21.7,1.7,1.2,18.7,1.5,43.25,7.71,,,,13-34,30-May-13
Eurodisc,Delivery Organic,176,21.2,2.1,1.4,19.2,1,59,8.39,,,,13-35,30-May-13
Eurodisc,Transition Organic,178.5,21.5,2.1,1.3,18.9,1.3,46,8.73,,,,13-36,30-May-13
Eurodisc,Transporter Organic,176,21.2,1.9,1.2,17.6,1.8,28,9.87,,,,13-37,30-May-13
Latitude 64,Stiletto,176.8,21.3,1.7,1.1,16.4,2.4,26.75,9.98,,,,13-33,30-May-13
Gateway Disc Sports,Mystic (retooled),182.6,22,2,1.1,19,1.5,49.75,11.34,,,,13-32,14-May-13
Latitude 64,Fury,176,21.2,1.8,1.1,17.4,1.9,36.75,9.98,,,,13-30,19-Apr-13
MVP Disc Sports,Tensor,178.5,21.5,2,1.3,19.1,1.2,46.75,7.82,,,,13-29,19-Apr-13
Dynamic Discs,Renegade,176,21.2,1.7,1.1,17,2.1,28,8.96,,,,13-28,4-Apr-13
Discmania,MD3 (Midrange Driver),180.9,21.8,1.9,1.3,19,1.4,44.5,9.19,,,,13-27,29-Mar-13
Dynamic Discs,Suspect,176.8,21.3,1.6,1.2,18.9,1.2,47.5,7.6,,,,13-26,10-Mar-13
Westside Golf Discs,Giant VIP Air (VIP Air Vipunen1),175.1,21.1,1.7,1.2,16.6,2.3,29.25,10.43,,,,13-22,10-Mar-13
Westside Golf Discs,Stag VIP Air (VIP Air Hiiden Hirvi1),175.1,21.1,1.8,1.2,17.3,1.9,29.25,8.85,,,,13-23,10-Mar-13
Westside Golf Discs,Sword VIP Air (VIP Air Kalevan Miekka1),175.1,21.1,1.7,1.2,16.7,2.2,28.75,8.96,,,,13-24,10-Mar-13
Westside Golf Discs,Warship VIP Air (VIP Air Pursi1),180.1,21.7,1.9,1.3,18.9,1.4,31,7.37,,,,13-25,10-Mar-13
Prodigy Disc,M1,180.1,21.7,2,1.3,18.9,1.4,39.25,8.39,,,,13-11,5-Mar-13
Prodigy Disc,M2 (originally M3),180.1,21.7,2,1.3,18.9,1.4,41,8.28,,,,13-13,5-Mar-13
Prodigy Disc,M3 (originally M2),180.1,21.7,1.9,1.3,18.9,1.4,43.25,8.39,,,,13-12,5-Mar-13
Prodigy Disc,M4,180.1,21.7,2,1.3,18.9,1.4,52,8.85,,,,13-14,5-Mar-13
Prodigy Disc,PA1,174.3,21,1.9,1.4,19,1,57.5,6.01,,,,13-17,5-Mar-13
Prodigy Disc,PA2,175.1,21.1,1.9,1.4,19.1,1,47.5,11.91,,,,13-18,5-Mar-13
Prodigy Disc,PA4,174.3,21,1.9,1.4,19,1,69.25,6.46,,,,13-19,5-Mar-13
Latitude 64,Mace,180.9,21.8,2.1,1.3,19.2,1.3,38.75,8.39,,,,13-21,4-Mar-13
Prodiscus,Laseri,175.1,21.1,1.6,1.1,17.2,1.9,32.25,6.24,,,,13-20,4-Mar-13
Disc Golf Association,Proline Breaker,174.3,21,1.7,1.2,19,1,62,12.02,,,,13-10,22-Feb-13
MVP Disc Sports,Tangent,178.5,21.5,2.1,1.3,19.1,1.2,54.5,7.94,,,,13-15,22-Feb-13
Discmania,P3 (Putt & Approach),176,21.2,2,1.2,19.2,1,59,9.3,,,,13-09,13-Feb-13
DMI Sports,Assault,175.1,21.1,2.2,1.3,18.9,1.1,47,6.12,,,,13-06,8-Feb-13
DMI Sports,Sabotage,177.6,21.4,2.2,1.3,19,1.2,45.5,6.24,,,,13-07,8-Feb-13
DMI Sports,Vendetta,175.1,21.1,2.4,1.4,18.9,1.1,50.25,5.33,,,,13-08,8-Feb-13
Yikun Discs,135G UltiPro Junior Ultimate Disc (克标准青少年飞盘),199.2,24,3.1,1.7,22.6,0.7,85.75,9.41,Super Class,,,13-77,16-Jan-13
Yikun Discs,150G WaKa Freestyle Disc (克花式飞盘),200,26.9,3.4,2,25.7,0.6,114.25,6.69,Super Class & Vintage Class,180.2,,13-78,16-Jan-13
Yikun Discs,175G UltiPro Ultimate Disc (克标准极限飞盘),200,27.3,3.5,1.9,25.9,0.7,93,10.21,Super Class,,,13-79,16-Jan-13
Yikun Discs,View (视),175.1,21.1,2,1.2,17.6,1.7,32.75,9.98,,,,13-76,16-Jan-13
MVP Disc Sports,Shock,175.1,21.1,1.6,1.1,17.2,1.9,29.75,12.13,,,,13-05,15-Jan-13
Prodigy Disc,D1,174.3,21,1.9,1.2,16.3,2.3,26.75,11.57,,,,13-01,1-Jan-13
